location,date,vaccine,total_vaccinations
Malta,2021-06-11,Pfizer/BioNTech,419169
Malta,2021-06-18,Johnson&Johnson,2703
Malta,2021-06-18,Moderna,37425
Malta,2021-06-18,Oxford/AstraZeneca,165143
Malta,2021-06-18,Pfizer/BioNTech,431740
Malta,2021-06-25,Johnson&Johnson,4210
Malta,2021-06-25,Moderna,40567
Malta,2021-06-25,Oxford/AstraZeneca,177152
Malta,2021-06-25,Pfizer/BioNTech,441758
Malta,2021-07-02,Johnson&Johnson,6041
Malta,2021-07-02,Moderna,41320
Malta,2021-07-02,Oxford/AstraZeneca,191200
Malta,2021-07-02,Pfizer/BioNTech,458633
Malta,2021-07-09,Johnson&Johnson,7314
Malta,2021-07-09,Moderna,41424
Malta,2021-07-09,Oxford/AstraZeneca,196949
Malta,2021-07-09,Pfizer/BioNTech,470887
Malta,2021-07-16,Johnson&Johnson,9063
Malta,2021-07-16,Moderna,41645
Malta,2021-07-16,Oxford/AstraZeneca,201383
Malta,2021-07-16,Pfizer/BioNTech,480365
Malta,2021-07-23,Johnson&Johnson,10687
Malta,2021-07-23,Moderna,41807
Malta,2021-07-23,Oxford/AstraZeneca,204382
Malta,2021-07-23,Pfizer/BioNTech,490122
Malta,2021-07-30,Johnson&Johnson,14779
Malta,2021-07-30,Moderna,41957
Malta,2021-07-30,Oxford/AstraZeneca,204852
Malta,2021-07-30,Pfizer/BioNTech,500712
Netherlands,2021-01-01,Johnson&Johnson,0
Netherlands,2021-01-01,Moderna,0
Netherlands,2021-01-01,Oxford/AstraZeneca,0
Netherlands,2021-01-01,Pfizer/BioNTech,0
Netherlands,2021-01-08,Johnson&Johnson,0
Netherlands,2021-01-08,Moderna,0
Netherlands,2021-01-08,Oxford/AstraZeneca,0
Netherlands,2021-01-08,Pfizer/BioNTech,33755
Netherlands,2021-01-15,Johnson&Johnson,0
Netherlands,2021-01-15,Moderna,0
Netherlands,2021-01-15,Oxford/AstraZeneca,0
Netherlands,2021-01-15,Pfizer/BioNTech,76944
Netherlands,2021-01-22,Johnson&Johnson,0
Netherlands,2021-01-22,Moderna,2572
Netherlands,2021-01-22,Oxford/AstraZeneca,0
Netherlands,2021-01-22,Pfizer/BioNTech,163701
Netherlands,2021-01-29,Johnson&Johnson,0
Netherlands,2021-01-29,Moderna,8883
Netherlands,2021-01-29,Oxford/AstraZeneca,0
Netherlands,2021-01-29,Pfizer/BioNTech,342741
Netherlands,2021-02-05,Johnson&Johnson,0
Netherlands,2021-02-05,Moderna,14873
Netherlands,2021-02-05,Oxford/AstraZeneca,0
Netherlands,2021-02-05,Pfizer/BioNTech,556713
Netherlands,2021-02-12,Johnson&Johnson,0
Netherlands,2021-02-12,Moderna,21226
Netherlands,2021-02-12,Oxford/AstraZeneca,525
Netherlands,2021-02-12,Pfizer/BioNTech,766673
Netherlands,2021-02-19,Johnson&Johnson,0
Netherlands,2021-02-19,Moderna,37220
Netherlands,2021-02-19,Oxford/AstraZeneca,69117
Netherlands,2021-02-19,Pfizer/BioNTech,931858
Netherlands,2021-02-26,Johnson&Johnson,0
Netherlands,2021-02-26,Moderna,56588
Netherlands,2021-02-26,Oxford/AstraZeneca,182008
Netherlands,2021-02-26,Pfizer/BioNTech,1144277
Netherlands,2021-03-05,Johnson&Johnson,0
Netherlands,2021-03-05,Moderna,75073
Netherlands,2021-03-05,Oxford/AstraZeneca,257564
Netherlands,2021-03-05,Pfizer/BioNTech,1344558
Netherlands,2021-03-12,Johnson&Johnson,0
Netherlands,2021-03-12,Moderna,93971
Netherlands,2021-03-12,Oxford/AstraZeneca,358378
Netherlands,2021-03-12,Pfizer/BioNTech,1509958
Netherlands,2021-03-19,Johnson&Johnson,0
Netherlands,2021-03-19,Moderna,114008
Netherlands,2021-03-19,Oxford/AstraZeneca,358378
Netherlands,2021-03-19,Pfizer/BioNTech,1704307
Netherlands,2021-03-26,Johnson&Johnson,0
Netherlands,2021-03-26,Moderna,154729
Netherlands,2021-03-26,Oxford/AstraZeneca,454481
Netherlands,2021-03-26,Pfizer/BioNTech,1865495
Netherlands,2021-04-02,Johnson&Johnson,0
Netherlands,2021-04-02,Moderna,196134
Netherlands,2021-04-02,Oxford/AstraZeneca,575020
Netherlands,2021-04-02,Pfizer/BioNTech,2154358
Netherlands,2021-04-09,Johnson&Johnson,0
Netherlands,2021-04-09,Moderna,230342
Netherlands,2021-04-09,Oxford/AstraZeneca,844612
Netherlands,2021-04-09,Pfizer/BioNTech,2493909
Netherlands,2021-04-16,Johnson&Johnson,0
Netherlands,2021-04-16,Moderna,261748
Netherlands,2021-04-16,Oxford/AstraZeneca,1156619
Netherlands,2021-04-16,Pfizer/BioNTech,2957863
Netherlands,2021-04-23,Johnson&Johnson,8886
Netherlands,2021-04-23,Moderna,295992
Netherlands,2021-04-23,Oxford/AstraZeneca,1263482
Netherlands,2021-04-23,Pfizer/BioNTech,3461808
Netherlands,2021-04-30,Johnson&Johnson,48509
Netherlands,2021-04-30,Moderna,325558
Netherlands,2021-04-30,Oxford/AstraZeneca,1352518
Netherlands,2021-04-30,Pfizer/BioNTech,3990216
Netherlands,2021-05-07,Johnson&Johnson,95475
Netherlands,2021-05-07,Moderna,374396
Netherlands,2021-05-07,Oxford/AstraZeneca,1498402
Netherlands,2021-05-07,Pfizer/BioNTech,4592484
Netherlands,2021-05-14,Johnson&Johnson,124392
Netherlands,2021-05-14,Moderna,451874
Netherlands,2021-05-14,Oxford/AstraZeneca,1688506
Netherlands,2021-05-14,Pfizer/BioNTech,5304299
Netherlands,2021-05-21,Johnson&Johnson,142112
Netherlands,2021-05-21,Moderna,536053
Netherlands,2021-05-21,Oxford/AstraZeneca,1836979
Netherlands,2021-05-21,Pfizer/BioNTech,6086548
Netherlands,2021-05-28,Johnson&Johnson,240262
Netherlands,2021-05-28,Moderna,639422
Netherlands,2021-05-28,Oxford/AstraZeneca,1952672
Netherlands,2021-05-28,Pfizer/BioNTech,6779368
Netherlands,2021-06-04,Johnson&Johnson,389400
Netherlands,2021-06-04,Moderna,781592
Netherlands,2021-06-04,Oxford/AstraZeneca,2088602
Netherlands,2021-06-04,Pfizer/BioNTech,7536518
Netherlands,2021-06-11,Johnson&Johnson,438252
Netherlands,2021-06-11,Moderna,944915
Netherlands,2021-06-11,Oxford/AstraZeneca,2302375
Netherlands,2021-06-11,Pfizer/BioNTech,8773080
Netherlands,2021-06-18,Johnson&Johnson,458327
Netherlands,2021-06-18,Moderna,1075479
Netherlands,2021-06-18,Oxford/AstraZeneca,2477637
Netherlands,2021-06-18,Pfizer/BioNTech,9867399
Netherlands,2021-06-25,Johnson&Johnson,541204
Netherlands,2021-06-25,Moderna,1187062
Netherlands,2021-06-25,Oxford/AstraZeneca,2639130
Netherlands,2021-06-25,Pfizer/BioNTech,10944572
Netherlands,2021-07-02,Johnson&Johnson,672091
Netherlands,2021-07-02,Moderna,1308707
Netherlands,2021-07-02,Oxford/AstraZeneca,2803005
Netherlands,2021-07-02,Pfizer/BioNTech,11989287
Netherlands,2021-07-09,Johnson&Johnson,741233
Netherlands,2021-07-09,Moderna,1517103
Netherlands,2021-07-09,Oxford/AstraZeneca,2825760
Netherlands,2021-07-09,Pfizer/BioNTech,12808842
Netherlands,2021-07-16,Johnson&Johnson,755164
Netherlands,2021-07-16,Moderna,1657075
Netherlands,2021-07-16,Oxford/AstraZeneca,2826460
Netherlands,2021-07-16,Pfizer/BioNTech,13638472
Netherlands,2021-07-23,Johnson&Johnson,764267
Netherlands,2021-07-23,Moderna,1756413
Netherlands,2021-07-23,Oxford/AstraZeneca,2826575
Netherlands,2021-07-23,Pfizer/BioNTech,14265126
Netherlands,2021-07-30,Johnson&Johnson,771523
Netherlands,2021-07-30,Moderna,1806465
Netherlands,2021-07-30,Oxford/AstraZeneca,2826635
Netherlands,2021-07-30,Pfizer/BioNTech,14919896
Netherlands,2021-08-06,Johnson&Johnson,776910
Netherlands,2021-08-06,Moderna,1842751
Netherlands,2021-08-06,Oxford/AstraZeneca,2826667
Netherlands,2021-08-06,Pfizer/BioNTech,15628209
Netherlands,2021-08-13,Johnson&Johnson,778894
Netherlands,2021-08-13,Moderna,1870117
Netherlands,2021-08-13,Oxford/AstraZeneca,2826667
Netherlands,2021-08-13,Pfizer/BioNTech,15872223
Poland,2021-01-01,Johnson&Johnson,0
Poland,2021-01-01,Moderna,0
Poland,2021-01-01,Oxford/AstraZeneca,0
Poland,2021-01-01,Pfizer/BioNTech,2215
Poland,2021-01-08,Johnson&Johnson,0
Poland,2021-01-08,Moderna,0
Poland,2021-01-08,Oxford/AstraZeneca,1
Poland,2021-01-08,Pfizer/BioNTech,213252
Poland,2021-01-15,Johnson&Johnson,0
Poland,2021-01-15,Moderna,1
Poland,2021-01-15,Oxford/AstraZeneca,3
Poland,2021-01-15,Pfizer/BioNTech,486016
Poland,2021-01-22,Johnson&Johnson,0
Poland,2021-01-22,Moderna,5
Poland,2021-01-22,Oxford/AstraZeneca,6
Poland,2021-01-22,Pfizer/BioNTech,729309
Poland,2021-01-29,Johnson&Johnson,0
Poland,2021-01-29,Moderna,4249
Poland,2021-01-29,Oxford/AstraZeneca,9
Poland,2021-01-29,Pfizer/BioNTech,1197824
Poland,2021-02-05,Johnson&Johnson,0
Poland,2021-02-05,Moderna,9046
Poland,2021-02-05,Oxford/AstraZeneca,11
Poland,2021-02-05,Pfizer/BioNTech,1688707
Poland,2021-02-12,Johnson&Johnson,0
Poland,2021-02-12,Moderna,22761
Poland,2021-02-12,Oxford/AstraZeneca,21514
Poland,2021-02-12,Pfizer/BioNTech,2129761
Poland,2021-02-19,Johnson&Johnson,0
Poland,2021-02-19,Moderna,71320
Poland,2021-02-19,Oxford/AstraZeneca,129372
Poland,2021-02-19,Pfizer/BioNTech,2569338
Poland,2021-02-26,Johnson&Johnson,0
Poland,2021-02-26,Moderna,130681
Poland,2021-02-26,Oxford/AstraZeneca,289303
Poland,2021-02-26,Pfizer/BioNTech,2968226
Poland,2021-03-05,Johnson&Johnson,0
Poland,2021-03-05,Moderna,202515
Poland,2021-03-05,Oxford/AstraZeneca,475420
Poland,2021-03-05,Pfizer/BioNTech,3347161
Poland,2021-03-12,Johnson&Johnson,0
Poland,2021-03-12,Moderna,247701
Poland,2021-03-12,Oxford/AstraZeneca,595374
Poland,2021-03-12,Pfizer/BioNTech,3723735
Poland,2021-03-19,Johnson&Johnson,5
Poland,2021-03-19,Moderna,294312
Poland,2021-03-19,Oxford/AstraZeneca,654453
Poland,2021-03-19,Pfizer/BioNTech,4111285
Poland,2021-03-26,Johnson&Johnson,5
Poland,2021-03-26,Moderna,376048
Poland,2021-03-26,Oxford/AstraZeneca,979265
Poland,2021-03-26,Pfizer/BioNTech,4574930
Poland,2021-04-02,Johnson&Johnson,18
Poland,2021-04-02,Moderna,441719
Poland,2021-04-02,Oxford/AstraZeneca,1277120
Poland,2021-04-02,Pfizer/BioNTech,5000096
Poland,2021-04-09,Johnson&Johnson,29
Poland,2021-04-09,Moderna,516886
Poland,2021-04-09,Oxford/AstraZeneca,1620133
Poland,2021-04-09,Pfizer/BioNTech,5613109
Poland,2021-04-16,Johnson&Johnson,23229
Poland,2021-04-16,Moderna,652146
Poland,2021-04-16,Oxford/AstraZeneca,1878408
Poland,2021-04-16,Pfizer/BioNTech,6395563
Poland,2021-04-23,Johnson&Johnson,76498
Poland,2021-04-23,Moderna,890334
Poland,2021-04-23,Oxford/AstraZeneca,2043348
Poland,2021-04-23,Pfizer/BioNTech,7364309
Poland,2021-04-30,Johnson&Johnson,125308
Poland,2021-04-30,Moderna,1066836
Poland,2021-04-30,Oxford/AstraZeneca,2172790
Poland,2021-04-30,Pfizer/BioNTech,8676337
Poland,2021-05-07,Johnson&Johnson,170052
Poland,2021-05-07,Moderna,1294769
Poland,2021-05-07,Oxford/AstraZeneca,2499741
Poland,2021-05-07,Pfizer/BioNTech,9902140
Poland,2021-05-14,Johnson&Johnson,275087
Poland,2021-05-14,Moderna,1519283
Poland,2021-05-14,Oxford/AstraZeneca,2843987
Poland,2021-05-14,Pfizer/BioNTech,11354449
Poland,2021-05-21,Johnson&Johnson,407361
Poland,2021-05-21,Moderna,1805695
Poland,2021-05-21,Oxford/AstraZeneca,3128906
Poland,2021-05-21,Pfizer/BioNTech,12655170
Poland,2021-05-28,Johnson&Johnson,595453
Poland,2021-05-28,Moderna,2082775
Poland,2021-05-28,Oxford/AstraZeneca,3345823
Poland,2021-05-28,Pfizer/BioNTech,13893805
Poland,2021-06-04,Johnson&Johnson,703029
Poland,2021-06-04,Moderna,2273038
Poland,2021-06-04,Oxford/AstraZeneca,3456773
Poland,2021-06-04,Pfizer/BioNTech,15658757
Poland,2021-06-11,Johnson&Johnson,784235
Poland,2021-06-11,Moderna,2499309
Poland,2021-06-11,Oxford/AstraZeneca,3826399
Poland,2021-06-11,Pfizer/BioNTech,17247170
Poland,2021-06-18,Johnson&Johnson,852553
Poland,2021-06-18,Moderna,2691970
Poland,2021-06-18,Oxford/AstraZeneca,4179419
Poland,2021-06-18,Pfizer/BioNTech,18560916
Poland,2021-06-25,Johnson&Johnson,917468
Poland,2021-06-25,Moderna,2869539
Poland,2021-06-25,Oxford/AstraZeneca,4595204
Poland,2021-06-25,Pfizer/BioNTech,19665807
Poland,2021-07-02,Johnson&Johnson,992168
Poland,2021-07-02,Moderna,2954703
Poland,2021-07-02,Oxford/AstraZeneca,4881331
Poland,2021-07-02,Pfizer/BioNTech,20620663
Poland,2021-07-09,Johnson&Johnson,1076063
Poland,2021-07-09,Moderna,2979802
Poland,2021-07-09,Oxford/AstraZeneca,5027833
Poland,2021-07-09,Pfizer/BioNTech,21703345
Poland,2021-07-16,Johnson&Johnson,1171429
Poland,2021-07-16,Moderna,2995103
Poland,2021-07-16,Oxford/AstraZeneca,5089999
Poland,2021-07-16,Pfizer/BioNTech,22649832
Poland,2021-07-23,Johnson&Johnson,1271280
Poland,2021-07-23,Moderna,3003546
Poland,2021-07-23,Oxford/AstraZeneca,5189316
Poland,2021-07-23,Pfizer/BioNTech,23245152
Poland,2021-07-30,Johnson&Johnson,1380853
Poland,2021-07-30,Moderna,3008468
Poland,2021-07-30,Oxford/AstraZeneca,5252870
Poland,2021-07-30,Pfizer/BioNTech,23671537
Poland,2021-08-06,Johnson&Johnson,1480089
Poland,2021-08-06,Moderna,3012665
Poland,2021-08-06,Oxford/AstraZeneca,5262263
Poland,2021-08-06,Pfizer/BioNTech,24017528
Poland,2021-08-13,Johnson&Johnson,1522663
Poland,2021-08-13,Moderna,3014592
Poland,2021-08-13,Oxford/AstraZeneca,5265199
Poland,2021-08-13,Pfizer/BioNTech,24168278
Portugal,2021-01-01,Moderna,1
Portugal,2021-01-01,Pfizer/BioNTech,5006
Portugal,2021-01-08,Johnson&Johnson,6
Portugal,2021-01-08,Moderna,10
Portugal,2021-01-08,Oxford/AstraZeneca,7
Portugal,2021-01-08,Pfizer/BioNTech,83972
Portugal,2021-01-15,Moderna,1494
Portugal,2021-01-15,Oxford/AstraZeneca,31
Portugal,2021-01-15,Pfizer/BioNTech,133201
Portugal,2021-01-22,Johnson&Johnson,7
Portugal,2021-01-22,Moderna,3050
Portugal,2021-01-22,Oxford/AstraZeneca,63
Portugal,2021-01-22,Pfizer/BioNTech,285956
Portugal,2021-01-29,Johnson&Johnson,8
Portugal,2021-01-29,Moderna,3596
Portugal,2021-01-29,Oxford/AstraZeneca,133
Portugal,2021-01-29,Pfizer/BioNTech,372560
Portugal,2021-02-05,Johnson&Johnson,14
Portugal,2021-02-05,Moderna,10660
Portugal,2021-02-05,Oxford/AstraZeneca,235
Portugal,2021-02-05,Pfizer/BioNTech,426594
Portugal,2021-02-12,Moderna,13614
Portugal,2021-02-12,Oxford/AstraZeneca,9734
Portugal,2021-02-12,Pfizer/BioNTech,553932
Portugal,2021-02-19,Moderna,25176
Portugal,2021-02-19,Oxford/AstraZeneca,51620
Portugal,2021-02-19,Pfizer/BioNTech,653858
Portugal,2021-02-26,Moderna,29165
Portugal,2021-02-26,Oxford/AstraZeneca,112896
Portugal,2021-02-26,Pfizer/BioNTech,785912
Portugal,2021-03-05,Johnson&Johnson,33
Portugal,2021-03-05,Moderna,57117
Portugal,2021-03-05,Oxford/AstraZeneca,152409
Portugal,2021-03-05,Pfizer/BioNTech,890683
Portugal,2021-03-12,Johnson&Johnson,59
Portugal,2021-03-12,Moderna,61564
Portugal,2021-03-12,Oxford/AstraZeneca,204707
Portugal,2021-03-12,Pfizer/BioNTech,981192
Portugal,2021-03-19,Johnson&Johnson,77
Portugal,2021-03-19,Moderna,87983
Portugal,2021-03-19,Oxford/AstraZeneca,228290
Portugal,2021-03-19,Pfizer/BioNTech,1122662
Portugal,2021-03-26,Johnson&Johnson,96
Portugal,2021-03-26,Moderna,99856
Portugal,2021-03-26,Oxford/AstraZeneca,343910
Portugal,2021-03-26,Pfizer/BioNTech,1273429
Portugal,2021-04-02,Johnson&Johnson,138
Portugal,2021-04-02,Moderna,131127
Portugal,2021-04-02,Oxford/AstraZeneca,396483
Portugal,2021-04-02,Pfizer/BioNTech,1411473
Portugal,2021-04-09,Johnson&Johnson,239
Portugal,2021-04-09,Moderna,169186
Portugal,2021-04-09,Oxford/AstraZeneca,449182
Portugal,2021-04-09,Pfizer/BioNTech,1630228
Portugal,2021-04-16,Johnson&Johnson,258
Portugal,2021-04-16,Moderna,199983
Portugal,2021-04-16,Oxford/AstraZeneca,615804
Portugal,2021-04-16,Pfizer/BioNTech,1912399
Portugal,2021-04-23,Johnson&Johnson,264
Portugal,2021-04-23,Moderna,217361
Portugal,2021-04-23,Oxford/AstraZeneca,694558
Portugal,2021-04-23,Pfizer/BioNTech,2165879
Portugal,2021-04-30,Johnson&Johnson,1605
Portugal,2021-04-30,Moderna,246240
Portugal,2021-04-30,Oxford/AstraZeneca,801752
Portugal,2021-04-30,Pfizer/BioNTech,2463885
Portugal,2021-05-07,Johnson&Johnson,14024
Portugal,2021-05-07,Moderna,302675
Portugal,2021-05-07,Oxford/AstraZeneca,947216
Portugal,2021-05-07,Pfizer/BioNTech,2839144
Portugal,2021-05-14,Johnson&Johnson,31850
Portugal,2021-05-14,Moderna,376536
Portugal,2021-05-14,Oxford/AstraZeneca,1071544
Portugal,2021-05-14,Pfizer/BioNTech,3216822
Portugal,2021-05-21,Johnson&Johnson,55790
Portugal,2021-05-21,Moderna,437049
Portugal,2021-05-21,Oxford/AstraZeneca,1190694
Portugal,2021-05-21,Pfizer/BioNTech,3537611
Portugal,2021-05-28,Johnson&Johnson,105220
Portugal,2021-05-28,Moderna,513423
Portugal,2021-05-28,Oxford/AstraZeneca,1242160
Portugal,2021-05-28,Pfizer/BioNTech,3919972
Portugal,2021-06-04,Johnson&Johnson,161688
Portugal,2021-06-04,Moderna,584193
Portugal,2021-06-04,Oxford/AstraZeneca,1287809
Portugal,2021-06-04,Pfizer/BioNTech,4314180
Portugal,2021-06-11,Johnson&Johnson,189756
Portugal,2021-06-11,Moderna,685194
Portugal,2021-06-11,Oxford/AstraZeneca,1312253
Portugal,2021-06-11,Pfizer/BioNTech,4768939
Portugal,2021-06-18,Johnson&Johnson,225311
Portugal,2021-06-18,Moderna,759635
Portugal,2021-06-18,Oxford/AstraZeneca,1394975
Portugal,2021-06-18,Pfizer/BioNTech,5305258
Portugal,2021-06-25,Johnson&Johnson,269770
Portugal,2021-06-25,Moderna,834909
Portugal,2021-06-25,Oxford/AstraZeneca,1487853
Portugal,2021-06-25,Pfizer/BioNTech,5811587
Portugal,2021-07-02,Johnson&Johnson,295686
Portugal,2021-07-02,Moderna,903931
Portugal,2021-07-02,Oxford/AstraZeneca,1671853
Portugal,2021-07-02,Pfizer/BioNTech,6350519
Portugal,2021-07-09,Johnson&Johnson,333492
Portugal,2021-07-09,Moderna,992956
Portugal,2021-07-09,Oxford/AstraZeneca,1921118
Portugal,2021-07-09,Pfizer/BioNTech,7022916
Portugal,2021-07-16,Johnson&Johnson,448406
Portugal,2021-07-16,Moderna,1143633
Portugal,2021-07-16,Oxford/AstraZeneca,2006782
Portugal,2021-07-16,Pfizer/BioNTech,7432471
Portugal,2021-07-23,Johnson&Johnson,580731
Portugal,2021-07-23,Moderna,1235793
Portugal,2021-07-23,Oxford/AstraZeneca,2067673
Portugal,2021-07-23,Pfizer/BioNTech,7811099
Portugal,2021-07-30,Johnson&Johnson,682384
Portugal,2021-07-30,Moderna,1309254
Portugal,2021-07-30,Oxford/AstraZeneca,2124227
Portugal,2021-07-30,Pfizer/BioNTech,8178859
Portugal,2021-08-06,Johnson&Johnson,798610
Portugal,2021-08-06,Moderna,1382954
Portugal,2021-08-06,Oxford/AstraZeneca,2146721
Portugal,2021-08-06,Pfizer/BioNTech,8595176
Romania,2020-12-27,Pfizer/BioNTech,965
Romania,2020-12-28,Pfizer/BioNTech,2066
Romania,2020-12-29,Pfizer/BioNTech,2778
Romania,2020-12-30,Pfizer/BioNTech,5666
Romania,2020-12-31,Pfizer/BioNTech,10289
Romania,2021-01-01,Pfizer/BioNTech,11656
Romania,2021-01-02,Pfizer/BioNTech,13242
Romania,2021-01-03,Pfizer/BioNTech,13596
Romania,2021-01-04,Pfizer/BioNTech,25508
Romania,2021-01-05,Pfizer/BioNTech,41609
Romania,2021-01-06,Pfizer/BioNTech,58554
Romania,2021-01-07,Pfizer/BioNTech,76400
Romania,2021-01-08,Pfizer/BioNTech,92706
Romania,2021-01-09,Pfizer/BioNTech,102301
Romania,2021-01-10,Pfizer/BioNTech,108294
Romania,2021-01-11,Pfizer/BioNTech,125190
Romania,2021-01-12,Pfizer/BioNTech,140447
Romania,2021-01-13,Pfizer/BioNTech,154268
Romania,2021-01-14,Pfizer/BioNTech,168089
Romania,2021-01-15,Pfizer/BioNTech,184146
Romania,2021-01-16,Pfizer/BioNTech,196567
Romania,2021-01-17,Pfizer/BioNTech,204662
Romania,2021-01-18,Pfizer/BioNTech,234899
Romania,2021-01-19,Pfizer/BioNTech,269706
Romania,2021-01-20,Pfizer/BioNTech,308044
Romania,2021-01-21,Pfizer/BioNTech,347756
Romania,2021-01-22,Pfizer/BioNTech,385596
Romania,2021-01-23,Pfizer/BioNTech,418545
Romania,2021-01-24,Pfizer/BioNTech,445945
Romania,2021-01-25,Pfizer/BioNTech,484291
Romania,2021-01-26,Pfizer/BioNTech,528038
Romania,2021-01-27,Pfizer/BioNTech,570364
Romania,2021-01-28,Pfizer/BioNTech,609056
Romania,2021-01-29,Pfizer/BioNTech,646660
Romania,2021-01-30,Pfizer/BioNTech,672056
Romania,2021-01-31,Pfizer/BioNTech,691075
Romania,2021-02-01,Pfizer/BioNTech,720844
Romania,2021-02-02,Pfizer/BioNTech,748392
Romania,2021-02-03,Pfizer/BioNTech,771862
Romania,2021-02-04,Moderna,6443
Romania,2021-02-04,Pfizer/BioNTech,788012
Romania,2021-02-05,Moderna,14944
Romania,2021-02-05,Pfizer/BioNTech,806268
Romania,2021-02-06,Moderna,23087
Romania,2021-02-06,Pfizer/BioNTech,817385
Romania,2021-02-07,Moderna,31026
Romania,2021-02-07,Pfizer/BioNTech,824956
Romania,2021-02-08,Moderna,35454
Romania,2021-02-08,Pfizer/BioNTech,855554
Romania,2021-02-09,Moderna,40399
Romania,2021-02-09,Pfizer/BioNTech,889416
Romania,2021-02-10,Moderna,44448
Romania,2021-02-10,Pfizer/BioNTech,926179
Romania,2021-02-11,Moderna,47769
Romania,2021-02-11,Pfizer/BioNTech,961312
Romania,2021-02-12,Moderna,51388
Romania,2021-02-12,Pfizer/BioNTech,997068
Romania,2021-02-13,Moderna,54855
Romania,2021-02-13,Pfizer/BioNTech,1028900
Romania,2021-02-14,Moderna,57881
Romania,2021-02-14,Pfizer/BioNTech,1055753
Romania,2021-02-15,Moderna,60916
Romania,2021-02-15,Oxford/AstraZeneca,6812
Romania,2021-02-15,Pfizer/BioNTech,1083043
Romania,2021-02-16,Moderna,63951
Romania,2021-02-16,Oxford/AstraZeneca,13624
Romania,2021-02-16,Pfizer/BioNTech,1111098
Romania,2021-02-17,Moderna,69323
Romania,2021-02-17,Oxford/AstraZeneca,22956
Romania,2021-02-17,Pfizer/BioNTech,1139713
Romania,2021-02-18,Moderna,71707
Romania,2021-02-18,Oxford/AstraZeneca,31858
Romania,2021-02-18,Pfizer/BioNTech,1168247
Romania,2021-02-19,Moderna,72378
Romania,2021-02-19,Oxford/AstraZeneca,41296
Romania,2021-02-19,Pfizer/BioNTech,1196266
Romania,2021-02-20,Moderna,72676
Romania,2021-02-20,Oxford/AstraZeneca,50440
Romania,2021-02-20,Pfizer/BioNTech,1219748
Romania,2021-02-21,Moderna,72791
Romania,2021-02-21,Oxford/AstraZeneca,58747
Romania,2021-02-21,Pfizer/BioNTech,1239270
Romania,2021-02-22,Moderna,72935
Romania,2021-02-22,Oxford/AstraZeneca,68534
Romania,2021-02-22,Pfizer/BioNTech,1259204
Romania,2021-02-23,Moderna,73010
Romania,2021-02-23,Oxford/AstraZeneca,78141
Romania,2021-02-23,Pfizer/BioNTech,1278866
Romania,2021-02-24,Moderna,73017
Romania,2021-02-24,Oxford/AstraZeneca,87871
Romania,2021-02-24,Pfizer/BioNTech,1297346
Romania,2021-02-25,Moderna,73020
Romania,2021-02-25,Oxford/AstraZeneca,98055
Romania,2021-02-25,Pfizer/BioNTech,1307417
Romania,2021-02-26,Oxford/AstraZeneca,109339
Romania,2021-02-26,Pfizer/BioNTech,1315258
Romania,2021-02-27,Oxford/AstraZeneca,119310
Romania,2021-02-27,Pfizer/BioNTech,1320991
Romania,2021-02-28,Oxford/AstraZeneca,127371
Romania,2021-02-28,Pfizer/BioNTech,1324066
Romania,2021-03-01,Oxford/AstraZeneca,136586
Romania,2021-03-01,Pfizer/BioNTech,1347000
Romania,2021-03-02,Oxford/AstraZeneca,146051
Romania,2021-03-02,Pfizer/BioNTech,1375693
Romania,2021-03-03,Oxford/AstraZeneca,154730
Romania,2021-03-03,Pfizer/BioNTech,1405699
Romania,2021-03-04,Moderna,79862
Romania,2021-03-04,Oxford/AstraZeneca,162337
Romania,2021-03-04,Pfizer/BioNTech,1434988
Romania,2021-03-05,Moderna,88224
Romania,2021-03-05,Oxford/AstraZeneca,170102
Romania,2021-03-05,Pfizer/BioNTech,1466214
Romania,2021-03-06,Moderna,96530
Romania,2021-03-06,Oxford/AstraZeneca,177516
Romania,2021-03-06,Pfizer/BioNTech,1499132
Romania,2021-03-07,Moderna,104227
Romania,2021-03-07,Oxford/AstraZeneca,184012
Romania,2021-03-07,Pfizer/BioNTech,1530123
Romania,2021-03-08,Moderna,108871
Romania,2021-03-08,Oxford/AstraZeneca,190326
Romania,2021-03-08,Pfizer/BioNTech,1562623
Romania,2021-03-09,Moderna,113813
Romania,2021-03-09,Oxford/AstraZeneca,197660
Romania,2021-03-09,Pfizer/BioNTech,1598547
Romania,2021-03-10,Moderna,117819
Romania,2021-03-10,Oxford/AstraZeneca,204910
Romania,2021-03-10,Pfizer/BioNTech,1638693
Romania,2021-03-11,Moderna,121218
Romania,2021-03-11,Oxford/AstraZeneca,211212
Romania,2021-03-11,Pfizer/BioNTech,1678903
Romania,2021-03-12,Moderna,124766
Romania,2021-03-12,Oxford/AstraZeneca,217059
Romania,2021-03-12,Pfizer/BioNTech,1718894
Romania,2021-03-13,Moderna,128144
Romania,2021-03-13,Oxford/AstraZeneca,222922
Romania,2021-03-13,Pfizer/BioNTech,1758375
Romania,2021-03-14,Moderna,131137
Romania,2021-03-14,Oxford/AstraZeneca,228280
Romania,2021-03-14,Pfizer/BioNTech,1792723
Romania,2021-03-15,Moderna,137600
Romania,2021-03-15,Oxford/AstraZeneca,235679
Romania,2021-03-15,Pfizer/BioNTech,1828437
Romania,2021-03-16,Moderna,149732
