Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered),Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years (Individuals Vaccinated),45-60 Years (Individuals Vaccinated),60+ Years (Individuals Vaccinated),Male (Individuals Vaccinated),Female (Individuals Vaccinated),Transgender (Individuals Vaccinated)
16/04/2022,Ladakh,463099,2602,14,235580,191022,242019,184531,50,23171,432409,0,20,275258,84644,77991,0,0,0,0,0,0
16/04/2022,Bihar,127145885,4935142,4037,69443881,56721998,61618359,64517624,29849,20778354,104253204,13076,564,74994173,23896188,17723592,0,0,0,0,0,0
16/04/2022,Assam,44387433,320165,430,23805926,20262662,21685828,22376436,6311,6470716,37606521,2398,338,27657385,9995393,4642542,0,0,0,0,0,0
16/04/2022,Haryana,42204431,1531314,1075,23228227,18651114,22869799,19000265,9267,7913750,33941879,82765,1669,26222700,8188493,5783740,0,0,0,0,0,0
16/04/2022,Andaman and Nicobar Islands,682339,6363,24,340040,327036,355561,311401,113,42539,629023,0,13,394159,160376,82189,0,0,0,0,0,0
16/04/2022,Uttarakhand,17313441,236769,295,8782386,8073861,8648424,8200971,6840,2209346,14931991,4199,559,10364417,3394221,2571131,0,0,0,0,0,0
16/04/2022,Uttarakhand,17313441,236769,295,8782386,8073861,8648424,8200971,6840,2209346,14931991,4199,559,10364417,3394221,2571131,0,0,0,0,0,0
16/04/2022,Nagaland,1598944,5020,7,893327,679617,861646,711037,261,99122,1482723,7339,73,1049581,313419,146910,0,0,0,0,0,0
16/04/2022,Puducherry,1662665,221254,53,960797,684432,792683,852208,338,87548,1553569,0,34,900918,401192,254869,0,0,0,0,0,0
16/04/2022,Assam,44387433,320165,430,23805926,20262662,21685828,22376436,6311,6470716,37606521,2398,338,27657385,9995393,4642542,0,0,0,0,0,0
16/04/2022,Lakshadweep,121819,30,1,61375,57561,63309,55621,6,6891,113083,0,18,66530,30415,17682,0,0,0,0,0,0
16/04/2022,Tripura,5250651,314391,312,2847226,2317495,2616314,2547623,781,409121,4770144,0,234,2770490,1431663,752100,0,0,0,0,0,0
16/04/2022,West Bengal,136559985,1215800,1773,72500632,61845285,65723065,68597798,24927,19410017,114952816,84817,5018,75348702,33075142,19910852,0,0,0,0,0,0
16/04/2022,Sikkim,1140375,2594,7,581796,523407,600532,504258,410,66969,1057886,0,356,724226,214374,136263,0,0,0,0,0,0
16/04/2022,Uttar Pradesh,307410578,14467587,8645,169173608,135651657,156699697,148005632,119655,59981366,244229968,54916,3464,186960275,60614277,35000525,0,0,0,0,0,0
16/04/2022,Nagaland,1598944,5020,7,893327,679617,861646,711037,261,99122,1482723,7339,73,1049581,313419,146910,0,0,0,0,0,0
16/04/2022,Goa,2704286,14210,19,1425821,1242433,1481525,1186444,281,156201,2518896,0,634,1571232,599922,413645,0,0,0,0,0,0
16/04/2022,Arunachal Pradesh,1672484,9443,26,901477,743983,894035,751074,351,96138,1569715,0,300,1106210,351383,134912,0,0,0,0,0,0
16/04/2022,Odisha,64785302,1512753,1676,34259020,29501484,31313144,32432171,15150,10942818,52729776,5954,934,35505615,14825018,9922942,0,0,0,0,0,0
16/04/2022,Rajasthan,103538806,3438221,3295,55895290,46076627,52370492,49579439,21836,17164542,84643610,18616,1791,59170584,20840067,16028163,0,0,0,0,0,0
16/04/2022,Telangana,61794993,6530560,2307,31997540,29191065,30798281,30377964,12333,10140858,50585748,143896,5399,35970991,13607765,8255664,0,0,0,0,0,0
16/04/2022,Tamil Nadu,104075232,2106557,2202,57768631,45562209,50374541,52935779,20475,17151038,85546394,99012,1052,58465597,25172763,15057222,0,0,0,0,0,0
16/04/2022,Assam,44387433,320165,430,23805926,20262662,21685828,22376436,6311,6470716,37606521,2398,338,27657385,9995393,4642542,0,0,0,0,0,0
16/04/2022,Manipur,2812422,23690,52,1549841,1192375,1405787,1335742,687,162396,2632737,2592,173,1647915,655353,358844,0,0,0,0,0,0
16/04/2022,Jharkhand,39015682,668298,922,23017254,15714787,19520991,19201784,9251,7854862,30648035,10866,3991,24016991,7728112,4634022,0,0,0,0,0,0
16/04/2022,Andaman and Nicobar Islands,682339,6363,24,340040,327036,355561,311401,113,42539,629023,0,13,394159,160376,82189,0,0,0,0,0,0
16/04/2022,Lakshadweep,121819,30,1,61375,57561,63309,55621,6,6891,113083,0,18,66530,30415,17682,0,0,0,0,0,0
16/04/2022,Himachal Pradesh,12741249,60558,315,6533420,5967014,6439142,6058284,3002,788537,11749351,2974,820,6872397,2915502,2144520,0,0,0,0,0,0
16/04/2022,Uttarakhand,17313441,236769,295,8782386,8073861,8648424,8200971,6840,2209346,14931991,4199,559,10364417,3394221,2571131,0,0,0,0,0,0
16/04/2022,Jharkhand,39015682,668298,922,23017254,15714787,19520991,19201784,9251,7854862,30648035,10866,3991,24016991,7728112,4634022,0,0,0,0,0,0
16/04/2022,West Bengal,136559985,1215800,1773,72500632,61845285,65723065,68597798,24927,19410017,114952816,84817,5018,75348702,33075142,19910852,0,0,0,0,0,0
16/04/2022,Punjab,41514317,2154748,1824,23396202,17637478,21896257,19131655,5763,6420299,34719666,15350,676,23767697,9423439,6439981,0,0,0,0,0,0
16/04/2022,Tripura,5250651,314391,312,2847226,2317495,2616314,2547623,781,409121,4770144,0,234,2770490,1431663,752100,0,0,0,0,0,0
16/04/2022,Dadra and Nagar Haveli and Daman and Diu,1389473,22448,38,773475,606089,917229,462042,292,66817,1306376,0,0,138,1040193,209216,0,0,0,0,0,0
16/04/2022,Delhi,32922408,256555,705,17888994,14466199,18333645,14009292,12230,8319553,24042236,93898,1524,21209861,6286912,3192844,0,0,0,0,0,0
16/04/2022,Andhra Pradesh,92193521,5807281,2066,44528753,45736683,43677157,46570458,17764,17575947,73075379,63713,1608,47266103,24872413,13532327,0,0,0,0,0,0
16/04/2022,Karnataka,105267482,5888127,3405,53811517,49943870,52495634,51241027,18657,17507798,86162807,114028,4848,60076467,23581586,15499234,0,0,0,0,0,0
16/04/2022,Jammu and Kashmir,22424109,620497,733,11206194,10852565,12119998,9934695,4061,2934260,19074992,0,304,12698247,4941119,2800012,0,0,0,0,0,0
16/04/2022,Goa,2704286,14210,19,1425821,1242433,1481525,1186444,281,156201,2518896,0,634,1571232,599922,413645,0,0,0,0,0,0
16/04/2022,Andhra Pradesh,92193521,5807281,2066,44528753,45736683,43677157,46570458,17764,17575947,73075379,63713,1608,47266103,24872413,13532327,0,0,0,0,0,0
16/04/2022,Chandigarh,2092571,16030,34,1144692,915921,1170947,889261,405,109001,1970780,0,180,1343998,427056,233611,0,0,0,0,0,0
16/04/2022,Meghalaya,2428498,66842,121,1385642,1009873,1228639,1166566,310,92711,2327267,0,321,1644023,504757,193836,0,0,0,0,0,0
16/04/2022,Puducherry,1662665,221254,53,960797,684432,792683,852208,338,87548,1553569,0,34,900918,401192,254869,0,0,0,0,0,0
16/04/2022,Chhattisgarh,38605941,1026004,1091,20451510,17699261,18820481,19325079,5201,6294702,31649588,9734,2100,21915497,9241106,4846800,0,0,0,0,0,0
16/04/2022,Uttar Pradesh,307410578,14467587,8645,169173608,135651657,156699697,148005632,119655,59981366,244229968,54916,3464,186960275,60614277,35000525,0,0,0,0,0,0
16/04/2022,Meghalaya,2428498,66842,121,1385642,1009873,1228639,1166566,310,92711,2327267,0,321,1644023,504757,193836,0,0,0,0,0,0
16/04/2022,Himachal Pradesh,12741249,60558,315,6533420,5967014,6439142,6058284,3002,788537,11749351,2974,820,6872397,2915502,2144520,0,0,0,0,0,0
16/04/2022,Kerala,53753831,428822,714,28284494,24146197,25005290,27410279,15088,6805804,46747454,72397,3060,25152360,14084037,12426752,0,0,0,0,0,0
16/04/2022,Telangana,61794993,6530560,2307,31997540,29191065,30798281,30377964,12333,10140858,50585748,143896,5399,35970991,13607765,8255664,0,0,0,0,0,0
16/04/2022,Himachal Pradesh,12741249,60558,315,6533420,5967014,6439142,6058284,3002,788537,11749351,2974,820,6872397,2915502,2144520,0,0,0,0,0,0
16/04/2022,Madhya Pradesh,116938956,944028,2121,60035867,55900951,60312996,55597475,26306,20714398,94233508,22535,3077,70565956,23464471,13754006,0,0,0,0,0,0
16/04/2022,Haryana,42204431,1531314,1075,23228227,18651114,22869799,19000265,9267,7913750,33941879,82765,1669,26222700,8188493,5783740,0,0,0,0,0,0
16/04/2022,Delhi,32922408,256555,705,17888994,14466199,18333645,14009292,12230,8319553,24042236,93898,1524,21209861,6286912,3192844,0,0,0,0,0,0
16/04/2022,Rajasthan,103538806,3438221,3295,55895290,46076627,52370492,49579439,21836,17164542,84643610,18616,1791,59170584,20840067,16028163,0,0,0,0,0,0
16/04/2022,Kerala,53753831,428822,714,28284494,24146197,25005290,27410279,15088,6805804,46747454,72397,3060,25152360,14084037,12426752,0,0,0,0,0,0
16/04/2022,Dadra and Nagar Haveli and Daman and Diu,1389473,22448,38,773475,606089,917229,462042,292,66817,1306376,0,0,138,1040193,209216,0,0,0,0,0,0
16/04/2022,Chandigarh,2092571,16030,34,1144692,915921,1170947,889261,405,109001,1970780,0,180,1343998,427056,233611,0,0,0,0,0,0
16/04/2022,Telangana,61794993,6530560,2307,31997540,29191065,30798281,30377964,12333,10140858,50585748,143896,5399,35970991,13607765,8255664,0,0,0,0,0,0
16/04/2022,Mizoram,1558984,9870,9,856976,672581,766116,763144,296,90691,1443202,0,1229,930202,321828,197218,0,0,0,0,0,0
16/04/2022,Andhra Pradesh,92193521,5807281,2066,44528753,45736683,43677157,46570458,17764,17575947,73075379,63713,1608,47266103,24872413,13532327,0,0,0,0,0,0
16/04/2022,Tripura,5250651,314391,312,2847226,2317495,2616314,2547623,781,409121,4770144,0,234,2770490,1431663,752100,0,0,0,0,0,0
16/04/2022,Uttar Pradesh,307410578,14467587,8645,169173608,135651657,156699697,148005632,119655,59981366,244229968,54916,3464,186960275,60614277,35000525,0,0,0,0,0,0
16/04/2022,Haryana,42204431,1531314,1075,23228227,18651114,22869799,19000265,9267,7913750,33941879,82765,1669,26222700,8188493,5783740,0,0,0,0,0,0
16/04/2022,Rajasthan,103538806,3438221,3295,55895290,46076627,52370492,49579439,21836,17164542,84643610,18616,1791,59170584,20840067,16028163,0,0,0,0,0,0
16/04/2022,Odisha,64785302,1512753,1676,34259020,29501484,31313144,32432171,15150,10942818,52729776,5954,934,35505615,14825018,9922942,0,0,0,0,0,0
16/04/2022,Chhattisgarh,38605941,1026004,1091,20451510,17699261,18820481,19325079,5201,6294702,31649588,9734,2100,21915497,9241106,4846800,0,0,0,0,0,0
16/04/2022,Andaman and Nicobar Islands,682339,6363,24,340040,327036,355561,311401,113,42539,629023,0,13,394159,160376,82189,0,0,0,0,0,0
16/04/2022,Punjab,41514317,2154748,1824,23396202,17637478,21896257,19131655,5763,6420299,34719666,15350,676,23767697,9423439,6439981,0,0,0,0,0,0
16/04/2022,Maharashtra,163102422,4587615,4088,89957357,71114230,85576945,75459643,34932,26287523,134690870,264996,6277,93073551,35830978,25922109,0,0,0,0,0,0
16/04/2022,Goa,2704286,14210,19,1425821,1242433,1481525,1186444,281,156201,2518896,0,634,1571232,599922,413645,0,0,0,0,0,0
16/04/2022,Maharashtra,163102422,4587615,4088,89957357,71114230,85576945,75459643,34932,26287523,134690870,264996,6277,93073551,35830978,25922109,0,0,0,0,0,0
16/04/2022,Arunachal Pradesh,1672484,9443,26,901477,743983,894035,751074,351,96138,1569715,0,300,1106210,351383,134912,0,0,0,0,0,0
16/04/2022,Maharashtra,163102422,4587615,4088,89957357,71114230,85576945,75459643,34932,26287523,134690870,264996,6277,93073551,35830978,25922109,0,0,0,0,0,0
16/04/2022,Mizoram,1558984,9870,9,856976,672581,766116,763144,296,90691,1443202,0,1229,930202,321828,197218,0,0,0,0,0,0
16/05/2021,Chhattisgarh,6142785,420624,3033,5062151,1080634,0,0,0,159995,5982790,0,552,0,0,0,456305,2870101,1735428,2474723,2586869,559
16/05/2021,Tamil Nadu,7088176,239270,1949,5172965,1915211,0,0,0,1069858,6018318,0,122,0,0,0,951488,2378644,1841624,2703711,2468649,605
16/05/2021,Karnataka,11448846,512946,4641,8942960,2505886,0,0,0,1110213,10338633,0,2516,0,0,0,1038989,4140964,3761117,4329123,4612604,1233
16/05/2021,Manipur,377312,2365,16,307585,69727,0,0,0,0,377312,0,76,0,0,0,87588,140951,78987,174306,133244,35
16/05/2021,Mizoram,289783,330,3,238816,50967,0,0,0,0,289783,0,628,0,0,0,34182,124270,80349,120416,118389,11
16/05/2021,Sikkim,226156,1870,11,166562,59594,0,0,0,0,226156,0,217,0,0,0,20823,91086,54640,89701,76839,22
16/05/2021,Bihar,8994996,433121,2182,7303994,1691002,0,0,0,603397,8391599,0,185,0,0,0,1383132,2752667,3166777,3910056,3392834,1104
16/05/2021,Andhra Pradesh,7664356,32624,215,5487757,2176599,0,0,0,1337057,6327299,0,324,0,0,0,974165,2496436,2016086,2815330,2671705,722
16/05/2021,Uttarakhand,2663086,113681,395,1982530,680556,0,0,0,37474,2625612,0,285,0,0,0,318759,881693,781695,1009866,972302,362
16/05/2021,Tripura,1492618,9700,67,985851,506767,0,0,0,9235,1483383,0,62,0,0,0,104672,556666,324449,508754,476964,133
16/05/2021,Rajasthan,15249948,359188,1733,12264148,2985800,0,0,0,832498,14417450,0,457,0,0,0,1658738,5192335,5411047,6324309,5938050,1789
16/05/2021,Punjab,4200672,274656,2043,3493453,707219,0,0,0,330025,3870647,0,120,0,0,0,711161,1518807,1263028,1984253,1508805,395
16/05/2021,Andaman and Nicobar Islands,115188,2120,21,100058,15130,0,0,0,0,115188,0,2,0,0,0,10447,59293,30316,53903,46147,8
16/05/2021,Odisha,6662987,48640,300,5257596,1405391,0,0,0,634743,6028244,0,204,0,0,0,561384,2342065,2353612,2756760,2500073,763
16/05/2021,Jammu and Kashmir,2854854,141224,1069,2321690,533164,0,0,0,31365,2823489,0,109,0,0,0,293132,1204797,823606,1355183,966089,418
16/05/2021,Puducherry,234107,15194,54,183604,50503,0,0,0,74,234033,0,19,0,0,0,41728,79452,62371,93012,90569,23
16/05/2021,Telangana,5513723,26000,201,4450013,1063710,0,0,0,709478,4804235,0,374,0,0,0,453649,2389442,1606206,2263086,2186014,913
16/05/2021,Chandigarh,285946,5290,29,212260,73686,0,0,0,0,285946,0,103,0,0,0,34137,106347,71745,119575,92671,14
16/05/2021,Madhya Pradesh,9164574,65610,360,7473284,1691290,0,0,0,1024104,8140470,0,522,0,0,0,856723,3569341,3046027,4007910,3464471,903
16/05/2021,Uttar Pradesh,14984918,110130,795,11724458,3260460,0,0,0,1711947,13272971,0,1144,0,0,0,1683303,5411935,4625587,6626107,5096208,2143
16/05/2021,Maharashtra,19985484,515985,2829,15756833,4228651,0,0,0,2349683,17635801,0,3825,0,0,0,2592443,7033773,6127867,8487642,7267066,2125
16/05/2021,West Bengal,12678649,72268,365,8958736,3719913,0,0,0,1396978,11281671,0,1034,0,0,0,1134741,4024905,3798066,4823003,4134704,1029
16/05/2021,Kerala,8451480,62347,248,6454137,1997343,0,0,0,525938,7925542,0,2338,0,0,0,642438,2545465,3264646,2943348,3509943,846
16/05/2021,Gujarat,15085762,178338,1310,11243101,3842661,0,0,0,1668359,13417403,0,965,0,0,0,1977910,5068906,4193785,5999825,5241859,1417
16/05/2021,Delhi,4603220,148063,859,3544850,1058370,0,0,0,1461962,3141258,0,896,0,0,0,1088424,1489088,966287,2053531,1490666,653
16/05/2021,Arunachal Pradesh,297055,7700,40,219171,77884,0,0,0,0,297055,0,263,0,0,0,62489,112440,44210,123366,95723,82
16/05/2021,Dadra and Nagar Haveli and Daman and Diu,120646,5576,46,94759,25887,0,0,0,0,120646,0,85,0,0,0,23749,50786,20209,57113,37641,5
16/05/2021,Himachal Pradesh,2220769,33342,218,1787942,432827,0,0,0,0,2220769,0,663,0,0,0,100200,935475,752059,868625,919027,290
16/05/2021,Ladakh,123897,300,3,86645,37252,0,0,0,0,123897,0,3,0,0,0,21761,34938,29945,47718,38918,9
16/05/2021,Meghalaya,403743,5411,49,329682,74061,0,0,0,0,403743,0,266,0,0,0,92325,164008,73321,169748,159904,30
16/05/2021,Haryana,4937347,95292,561,4019157,918190,0,0,0,564370,4372977,0,833,0,0,0,789267,1588659,1639277,2128935,1889625,597
16/05/2021,Lakshadweep,28282,1470,12,21472,6810,0,0,0,0,28282,0,0,0,0,0,2577,12032,6863,12012,9458,2
16/05/2021,Nagaland,234090,1550,9,182306,51784,0,0,0,0,234090,0,34,0,0,0,49216,84162,48910,108050,74244,12
16/05/2021,Assam,3401496,82577,617,2670104,731392,0,0,0,696501,2704995,0,175,0,0,0,583311,1327195,759416,1447496,1222237,371
16/05/2021,Jharkhand,3585174,243237,1619,2919090,666084,0,0,0,427393,3157781,0,516,0,0,0,476184,1262553,1179926,1528357,1390409,324
16/05/2021,Goa,438881,10050,77,344615,94266,0,0,0,2828,436053,0,556,0,0,0,48577,158755,137268,174548,170046,21
16/05/2022,Uttar Pradesh,320972440,11972547,6122,173011702,144998972,163315477,154571675,123245,62782302,250412720,55295,4490,192033396,61691233,35861340,0,0,0,0,0,0
16/05/2022,Jharkhand,39916745,548193,699,23316233,16262180,19910118,19658821,9459,8041441,30951772,10898,4024,24271781,7782550,4692963,0,0,0,0,0,0
16/05/2022,Manipur,2873006,52531,106,1564294,1217208,1424152,1356653,697,169023,2672237,2631,174,1665575,664375,372300,0,0,0,0,0,0
16/05/2022,Arunachal Pradesh,1697968,4640,16,907720,758668,903256,762778,355,100479,1583380,0,300,1117142,353279,136443,0,0,0,0,0,0
16/05/2022,Goa,2747903,10666,13,1430833,1272076,1498888,1203729,288,159878,2535571,0,634,1578451,601375,420724,0,0,0,0,0,0
16/05/2022,Chhattisgarh,39304755,902788,548,20630839,18165419,19127962,19662980,5308,6391310,31902590,9735,2248,22116047,9286542,4892086,0,0,0,0,0,0
16/05/2022,Rajasthan,105812471,3788337,3902,56303082,47719715,53413853,50586549,22247,17455570,85671454,18651,2050,59896426,20983180,16268966,0,0,0,0,0,0
16/05/2022,Meghalaya,2478155,161820,207,1404932,1033626,1246493,1191750,315,105157,2350960,0,323,1662165,508211,196718,0,0,0,0,0,0
16/05/2022,Kerala,54544676,456730,695,28500058,24386350,25216654,27654428,15292,6894761,47193999,72474,3069,25272492,14109566,12716866,0,0,0,0,0,0
16/05/2022,Uttar Pradesh,320972440,11972547,6122,173011702,144998972,163315477,154571675,123245,62782302,250412720,55295,4490,192033396,61691233,35861340,0,0,0,0,0,0
16/05/2022,Andaman and Nicobar Islands,702331,150,1,341940,338142,362125,317840,116,42986,638209,0,13,396851,161025,87436,0,0,0,0,0,0
16/05/2022,Assam,45112832,863985,1084,24126774,20556829,21972395,22704808,6391,6585376,37814162,2398,339,27771526,10036255,4720505,0,0,0,0,0,0
16/05/2022,Assam,45112832,863985,1084,24126774,20556829,21972395,22704808,6391,6585376,37814162,2398,339,27771526,10036255,4720505,0,0,0,0,0,0
16/05/2022,Andhra Pradesh,94652509,4960120,2095,44612167,47332485,44529134,47397371,18093,17723566,73996690,63730,1628,47731436,25024287,13968214,0,0,0,0,0,0
16/05/2022,Jammu and Kashmir,22912357,606596,532,11292134,11215563,12351233,10152302,4159,2998516,19147275,0,306,12740779,4949224,2828947,0,0,0,0,0,0
16/05/2022,Jharkhand,39916745,548193,699,23316233,16262180,19910118,19658821,9459,8041441,30951772,10898,4024,24271781,7782550,4692963,0,0,0,0,0,0
16/05/2022,Haryana,43106670,1250774,936,23463551,19089563,23217855,19325801,9448,8072169,34371937,82839,2031,26447412,8235690,5902882,0,0,0,0,0,0
16/05/2022,Nagaland,1643597,48622,70,907355,706082,880071,733101,265,108063,1503315,7371,76,1065809,315869,149481,0,0,0,0,0,0
16/05/2022,Mizoram,1607346,0,0,870442,693272,782473,780939,301,98080,1464173,0,1230,937650,323356,209553,0,0,0,0,0,0
16/05/2022,Andhra Pradesh,94652509,4960120,2095,44612167,47332485,44529134,47397371,18093,17723566,73996690,63730,1628,47731436,25024287,13968214,0,0,0,0,0,0
16/05/2022,Lakshadweep,123016,380,2,61423,57923,63511,55829,6,6917,114131,0,18,66834,30541,18307,0,0,0,0,0,0
16/05/2022,Chandigarh,2162921,18010,33,1174229,944366,1200013,918156,426,124905,1996847,0,181,1358128,429772,242240,0,0,0,0,0,0
16/05/2022,Madhya Pradesh,118302750,257787,259,60323135,56880662,60956893,56220231,26633,20878180,94428325,22543,3090,70714697,23492995,13820478,0,0,0,0,0,0
16/05/2022,West Bengal,139452598,1106599,1476,72829489,63859517,66824247,69839182,25450,19696525,115915971,84889,5042,75776558,33199136,20324641,0,0,0,0,0,0
16/05/2022,Mizoram,1607346,0,0,870442,693272,782473,780939,301,98080,1464173,0,1230,937650,323356,209553,0,0,0,0,0,0
16/05/2022,Ladakh,473427,0,0,236715,198029,245845,188845,52,24011,435249,0,20,276660,85087,79009,0,0,0,0,0,0
16/05/2022,Jharkhand,39916745,548193,699,23316233,16262180,19910118,19658821,9459,8041441,30951772,10898,4024,24271781,7782550,4692963,0,0,0,0,0,0
16/05/2022,Meghalaya,2478155,161820,207,1404932,1033626,1246493,1191750,315,105157,2350960,0,323,1662165,508211,196718,0,0,0,0,0,0
16/05/2022,Chhattisgarh,39304755,902788,548,20630839,18165419,19127962,19662980,5308,6391310,31902590,9735,2248,22116047,9286542,4892086,0,0,0,0,0,0
16/05/2022,Andhra Pradesh,94652509,4960120,2095,44612167,47332485,44529134,47397371,18093,17723566,73996690,63730,1628,47731436,25024287,13968214,0,0,0,0,0,0
16/05/2022,Gujarat,108411420,1737695,1805,53934482,51746303,57553863,48107382,19408,17003132,88758682,32557,3000,61155661,23595301,15275080,0,0,0,0,0,0
16/05/2022,Chandigarh,2162921,18010,33,1174229,944366,1200013,918156,426,124905,1996847,0,181,1358128,429772,242240,0,0,0,0,0,0
16/05/2022,Rajasthan,105812471,3788337,3902,56303082,47719715,53413853,50586549,22247,17455570,85671454,18651,2050,59896426,20983180,16268966,0,0,0,0,0,0
16/05/2022,Karnataka,107334048,6402909,3674,54142213,51240845,53327570,52036452,18970,17845333,87280387,114110,4884,60739663,23778683,15834917,0,0,0,0,0,0
16/05/2022,Haryana,43106670,1250774,936,23463551,19089563,23217855,19325801,9448,8072169,34371937,82839,2031,26447412,8235690,5902882,0,0,0,0,0,0
16/05/2022,Arunachal Pradesh,1697968,4640,16,907720,758668,903256,762778,355,100479,1583380,0,300,1117142,353279,136443,0,0,0,0,0,0
16/05/2022,Assam,45112832,863985,1084,24126774,20556829,21972395,22704808,6391,6585376,37814162,2398,339,27771526,10036255,4720505,0,0,0,0,0,0
16/05/2022,Uttarakhand,17772417,296363,287,8959777,8276498,8838990,8390281,6993,2285838,15041245,4212,562,10415254,3403596,2635699,0,0,0,0,0,0
16/05/2022,Andhra Pradesh,94652509,4960120,2095,44612167,47332485,44529134,47397371,18093,17723566,73996690,63730,1628,47731436,25024287,13968214,0,0,0,0,0,0
16/05/2022,Uttarakhand,17772417,296363,287,8959777,8276498,8838990,8390281,6993,2285838,15041245,4212,562,10415254,3403596,2635699,0,0,0,0,0,0
16/05/2022,Bihar,130682751,4194254,2881,70345105,58913904,63133999,66094308,30656,21622966,105618518,13119,576,75951871,24054558,17949011,0,0,0,0,0,0
16/05/2022,Tripura,5343270,114378,115,2868287,2373214,2652382,2588323,793,420776,4802159,0,234,2785343,1436645,766551,0,0,0,0,0,0
16/05/2022,Puducherry,1698400,226479,53,965709,710479,807541,868305,342,90991,1570964,0,34,910396,403732,260305,0,0,0,0,0,0
16/05/2022,West Bengal,139452598,1106599,1476,72829489,63859517,66824247,69839182,25450,19696525,115915971,84889,5042,75776558,33199136,20324641,0,0,0,0,0,0
16/05/2022,Uttar Pradesh,320972440,11972547,6122,173011702,144998972,163315477,154571675,123245,62782302,250412720,55295,4490,192033396,61691233,35861340,0,0,0,0,0,0
16/05/2022,Bihar,130682751,4194254,2881,70345105,58913904,63133999,66094308,30656,21622966,105618518,13119,576,75951871,24054558,17949011,0,0,0,0,0,0
16/05/2022,Dadra and Nagar Haveli and Daman and Diu,1407862,9203,19,776083,620222,925918,470089,297,67620,1311472,0,0,137,1043734,209815,0,0,0,0,0,0
16/05/2022,Telangana,63131001,6321139,1934,32127018,30263548,31401084,30976897,12559,10360322,51125658,143917,5443,36367518,13701451,8375107,0,0,0,0,0,0
16/05/2022,Kerala,54544676,456730,695,28500058,24386350,25216654,27654428,15292,6894761,47193999,72474,3069,25272492,14109566,12716866,0,0,0,0,0,0
16/05/2022,Karnataka,107334048,6402909,3674,54142213,51240845,53327570,52036452,18970,17845333,87280387,114110,4884,60739663,23778683,15834917,0,0,0,0,0,0
16/05/2022,Nagaland,1643597,48622,70,907355,706082,880071,733101,265,108063,1503315,7371,76,1065809,315869,149481,0,0,0,0,0,0
16/05/2022,Lakshadweep,123016,380,2,61423,57923,63511,55829,6,6917,114131,0,18,66834,30541,18307,0,0,0,0,0,0
16/05/2022,Sikkim,1162084,1200,1,585440,539227,609874,514377,413,70020,1061147,0,374,725855,214564,137985,0,0,0,0,0,0
16/05/2022,Tripura,5343270,114378,115,2868287,2373214,2652382,2588323,793,420776,4802159,0,234,2785343,1436645,766551,0,0,0,0,0,0
16/05/2022,Delhi,33922859,76383,219,18014302,14942781,18619856,14324573,12629,8521637,24495220,93982,1533,21399878,6324761,3310263,0,0,0,0,0,0
16/05/2022,Lakshadweep,123016,380,2,61423,57923,63511,55829,6,6917,114131,0,18,66834,30541,18307,0,0,0,0,0,0
16/05/2022,Gujarat,108411420,1737695,1805,53934482,51746303,57553863,48107382,19408,17003132,88758682,32557,3000,61155661,23595301,15275080,0,0,0,0,0,0
16/05/2022,Dadra and Nagar Haveli and Daman and Diu,1407862,9203,19,776083,620222,925918,470089,297,67620,1311472,0,0,137,1043734,209815,0,0,0,0,0,0
16/05/2022,Tamil Nadu,109329323,3199378,2044,58887548,49434894,52868099,55432680,21621,17950068,88895013,99217,1239,60771709,26102329,15729861,0,0,0,0,0,0
16/05/2022,Tamil Nadu,109329323,3199378,2044,58887548,49434894,52868099,55432680,21621,17950068,88895013,99217,1239,60771709,26102329,15729861,0,0,0,0,0,0
16/05/2022,Sikkim,1162084,1200,1,585440,539227,609874,514377,413,70020,1061147,0,374,725855,214564,137985,0,0,0,0,0,0
16/05/2022,Telangana,63131001,6321139,1934,32127018,30263548,31401084,30976897,12559,10360322,51125658,143917,5443,36367518,13701451,8375107,0,0,0,0,0,0
16/05/2022,West Bengal,139452598,1106599,1476,72829489,63859517,66824247,69839182,25450,19696525,115915971,84889,5042,75776558,33199136,20324641,0,0,0,0,0,0
16/05/2022,Puducherry,1698400,226479,53,965709,710479,807541,868305,342,90991,1570964,0,34,910396,403732,260305,0,0,0,0,0,0
16/05/2022,Maharashtra,166032201,2698538,2003,90454585,73041282,86775059,76684867,35877,26683421,136001992,265170,6293,93802133,36037328,26323439,0,0,0,0,0,0
16/05/2022,Meghalaya,2478155,161820,207,1404932,1033626,1246493,1191750,315,105157,2350960,0,323,1662165,508211,196718,0,0,0,0,0,0
16/05/2022,Mizoram,1607346,0,0,870442,693272,782473,780939,301,98080,1464173,0,1230,937650,323356,209553,0,0,0,0,0,0
16/05/2022,Bihar,130682751,4194254,2881,70345105,58913904,63133999,66094308,30656,21622966,105618518,13119,576,75951871,24054558,17949011,0,0,0,0,0,0
16/05/2022,Punjab,43158950,2056210,1594,23740401,18825956,22672391,19887959,6004,6749173,35657810,15350,701,24452621,9621235,6623909,0,0,0,0,0,0
